,VID,Type,Number,Republicans,Democrats,Others
68597,22467,Not Voting,7,6,1,0
68598,22468,Yea,53,51,1,1
68599,22468,Nay,44,1,42,1
68600,22468,Not Voting,3,2,1,0
68601,22469,Yea,51,51,0,0
68602,22469,Nay,48,2,44,2
68603,22469,Not Voting,1,1,0,0
68604,22470,Yea,96,50,44,2
68605,22470,Nay,3,3,0,0
68606,22470,Not Voting,1,1,0,0
68607,22471,Yea,93,48,43,2
68608,22471,Nay,6,6,0,0
68609,22471,Not Voting,1,0,1,0
68610,22472,Yea,98,53,43,2
68611,22472,Nay,1,1,0,0
68612,22472,Not Voting,1,0,1,0
68613,22473,Yea,90,47,42,1
68614,22473,Nay,0,0,0,0
68615,22473,Not Voting,10,7,2,1
68616,22474,Yea,52,51,1,0
68617,22474,Nay,45,1,42,2
68618,22474,Not Voting,3,2,1,0
68619,22475,Yea,84,40,43,1
68620,22475,Nay,12,12,0,0
68621,22475,Not Voting,4,2,1,1
68622,22476,Yea,97,51,44,2
68623,22476,Nay,1,1,0,0
68624,22476,Not Voting,2,2,0,0
68625,22477,Yea,78,32,44,2
68626,22477,Nay,20,20,0,0
68627,22477,Not Voting,2,2,0,0
68628,22478,Yea,65,52,13,0
68629,22478,Nay,33,0,31,2
68630,22478,Not Voting,2,2,0,0
68631,22479,Yea,45,2,41,2
68632,22479,Nay,41,40,1,0
68633,22479,Not Voting,14,12,2,0
68634,22480,Yea,92,46,44,2
68635,22480,Nay,0,0,0,0
68636,22480,Not Voting,8,8,0,0
68637,22481,Yea,62,49,13,0
68638,22481,Nay,38,5,31,2
68639,22482,Yea,100,54,44,2
68640,22482,Nay,0,0,0,0
68641,22483,Yea,100,54,44,2
68642,22483,Nay,0,0,0,0
68643,22484,Yea,70,47,23,0
68644,22484,Nay,29,6,21,2
68645,22484,Not Voting,1,1,0,0
68646,22485,Yea,48,12,34,2
68647,22485,Nay,51,41,10,0
68648,22485,Not Voting,1,1,0,0
68649,22486,Yea,39,1,36,2
68650,22486,Nay,60,52,8,0
68651,22486,Not Voting,1,1,0,0
68652,22487,Yea,47,9,36,2
68653,22487,Nay,52,44,8,0
68654,22487,Not Voting,1,1,0,0
68655,22488,Yea,36,36,0,0
68656,22488,Nay,62,16,44,2
68657,22488,Present,1,1,0,0
68658,22488,Not Voting,1,1,0,0
68659,22489,Yea,62,48,14,0
68660,22489,Nay,37,5,30,2
68661,22489,Not Voting,1,1,0,0
68662,22490,Yea,61,48,13,0
68663,22490,Nay,38,5,31,2
68664,22490,Not Voting,1,1,0,0
68665,22491,Yea,62,48,14,0
68666,22491,Nay,37,5,30,2
68667,22491,Not Voting,1,1,0,0
68668,22492,Yea,57,12,44,1
68669,22492,Nay,42,41,0,1
68670,22492,Not Voting,1,1,0,0
68671,22493,Yea,45,43,2,0
68672,22493,Nay,54,10,42,2
68673,22493,Not Voting,1,1,0,0
68674,22494,Yea,77,34,41,2
68675,22494,Nay,17,17,0,0
68676,22494,Not Voting,6,3,3,0
68677,22495,Yea,83,40,42,1
68678,22495,Nay,14,12,1,1
68679,22495,Not Voting,3,2,1,0
68680,22496,Yea,42,41,0,1
68681,22496,Nay,56,12,43,1
68682,22496,Not Voting,2,1,1,0
68683,22497,Yea,44,42,2,0
68684,22497,Nay,54,11,41,2
68685,22497,Not Voting,2,1,1,0
68686,22498,Yea,43,41,1,1
68687,22498,Nay,56,12,43,1
68688,22498,Not Voting,1,1,0,0
68689,22499,Yea,67,23,43,1
68690,22499,Nay,32,30,1,1
68691,22499,Not Voting,1,1,0,0
68692,22500,Yea,61,51,9,1
68693,22500,Nay,34,0,33,1
68694,22500,Not Voting,5,3,2,0
68695,22501,Yea,53,8,43,2
68696,22501,Nay,42,42,0,0
68697,22501,Not Voting,5,4,1,0
68698,22502,Yea,48,46,2,0
68699,22502,Nay,44,3,40,1
68700,22502,Not Voting,8,5,2,1
68701,22503,Yea,46,0,44,2
68702,22503,Nay,51,51,0,0
68703,22503,Not Voting,3,3,0,0
68704,22504,Yea,31,30,0,1
68705,22504,Nay,65,22,42,1
68706,22504,Not Voting,4,2,2,0
68707,22505,Yea,56,49,6,1
68708,22505,Nay,40,3,36,1
68709,22505,Not Voting,4,2,2,0
68710,22506,Yea,62,17,43,2
68711,22506,Nay,24,24,0,0
68712,22506,Not Voting,14,13,1,0
68713,22507,Yea,78,32,44,2
68714,22507,Nay,21,21,0,0
68715,22507,Not Voting,1,1,0,0
68716,22508,Yea,54,46,8,0
68717,22508,Nay,45,7,36,2
68718,22508,Not Voting,1,1,0,0
68719,22509,Yea,50,14,35,1
68720,22509,Nay,49,39,9,1
68721,22509,Not Voting,1,1,0,0
68722,22510,Yea,83,51,31,1
68723,22510,Nay,15,2,12,1
68724,22510,Not Voting,2,1,1,0
68725,22511,Yea,26,26,0,0
68726,22511,Nay,73,27,44,2
68727,22511,Not Voting,1,1,0,0
68728,22512,Yea,84,51,32,1
68729,22512,Nay,14,1,12,1
68730,22512,Not Voting,2,2,0,0
68731,22513,Yea,71,49,21,1
68732,22513,Nay,25,2,22,1
68733,22513,Not Voting,4,3,1,0
68734,22514,Yea,50,49,1,0
68735,22514,Nay,45,1,42,2
68736,22514,Not Voting,5,4,1,0
68737,22515,Yea,81,38,41,2
68738,22515,Nay,1,1,0,0
68739,22515,Not Voting,18,15,3,0
68740,22516,Yea,60,47,13,0
68741,22516,Nay,37,5,30,2
68742,22516,Not Voting,3,2,1,0
68743,22517,Yea,60,47,13,0
68744,22517,Nay,38,5,31,2
68745,22517,Not Voting,2,2,0,0
68746,22518,Yea,76,30,44,2
68747,22518,Nay,22,22,0,0
68748,22518,Not Voting,2,2,0,0
68749,22519,Yea,95,50,44,1
68750,22519,Nay,0,0,0,0
68751,22519,Not Voting,5,4,0,1
68752,22520,Yea,98,53,44,1
68753,22520,Nay,0,0,0,0
68754,22520,Not Voting,2,1,0,1
68755,22521,Yea,47,3,43,1
68756,22521,Nay,50,50,0,0
68757,22521,Not Voting,3,1,1,1
68758,22522,Yea,56,13,42,1
68759,22522,Nay,41,40,1,0
68760,22522,Not Voting,3,1,1,1
68761,22523,Yea,45,45,0,0
68762,22523,Nay,52,8,43,1
68763,22523,Not Voting,3,1,1,1
68764,22524,Yea,44,44,0,0
68765,22524,Nay,54,9,44,1
68766,22524,Not Voting,2,1,0,1
68767,22525,Yea,98,53,44,1
68768,22525,Nay,0,0,0,0
68769,22525,Not Voting,2,1,0,1
68770,22526,Yea,98,53,44,1
68771,22526,Nay,0,0,0,0
68772,22526,Not Voting,2,1,0,1
68773,22527,Yea,81,49,32,0
68774,22527,Nay,15,2,12,1
68775,22527,Not Voting,4,3,0,1
68776,22528,Yea,44,0,44,0
68777,22528,Nay,52,51,0,1
68778,22528,Not Voting,4,3,0,1
68779,22529,Yea,89,44,43,2
68780,22529,Nay,0,0,0,0
68781,22529,Not Voting,11,10,1,0
68782,22530,Yea,45,45,0,0
68783,22530,Nay,51,7,42,2
68784,22530,Not Voting,4,2,2,0
68785,22531,Yea,56,12,42,2
68786,22531,Nay,40,40,0,0
68787,22531,Not Voting,4,2,2,0
68788,22532,Yea,97,52,43,2
68789,22532,Nay,0,0,0,0
68790,22532,Not Voting,3,2,1,0
68791,22533,Yea,32,32,0,0
68792,22533,Nay,64,19,43,2
68793,22533,Not Voting,4,3,1,0
68794,22534,Yea,52,7,43,2
68795,22534,Nay,45,45,0,0
68796,22534,Not Voting,3,2,1,0
68797,22535,Yea,86,41,43,2
68798,22535,Nay,12,12,0,0
68799,22535,Not Voting,2,1,1,0
68800,22536,Yea,44,2,40,2
68801,22536,Nay,53,50,3,0
68802,22536,Not Voting,3,2,1,0
68803,22537,Yea,58,13,43,2
68804,22537,Nay,39,39,0,0
68805,22537,Not Voting,3,2,1,0
68806,22538,Yea,46,5,40,1
68807,22538,Nay,50,47,2,1
68808,22538,Not Voting,4,2,2,0
68809,22539,Yea,43,1,41,1
68810,22539,Nay,54,51,2,1
68811,22539,Not Voting,3,2,1,0
68812,22540,Yea,40,40,0,0
68813,22540,Nay,58,13,43,2
68814,22540,Not Voting,2,1,1,0
68815,22541,Yea,43,0,42,1
68816,22541,Nay,55,53,1,1
68817,22541,Not Voting,2,1,1,0
68818,22542,Yea,68,23,43,2
68819,22542,Nay,30,30,0,0
68820,22542,Not Voting,2,1,1,0
68821,22543,Yea,59,43,15,1
68822,22543,Nay,39,10,28,1
68823,22543,Not Voting,2,1,1,0
68824,22544,Yea,53,8,43,2
68825,22544,Nay,44,44,0,0
68826,22544,Not Voting,3,2,1,0
68827,22545,Yea,45,0,43,2
68828,22545,Nay,52,52,0,0
68829,22545,Not Voting,3,2,1,0
68830,22546,Yea,79,41,36,2
68831,22546,Nay,18,11,7,0
68832,22546,Not Voting,3,2,1,0
68833,22547,Yea,81,39,40,2
68834,22547,Nay,17,14,3,0
68835,22547,Not Voting,2,1,1,0
68836,22548,Yea,41,41,0,0
68837,22548,Nay,56,11,43,2
68838,22548,Not Voting,3,2,1,0
68839,22549,Yea,62,46,14,2
68840,22549,Nay,36,6,30,0
68841,22549,Not Voting,2,2,0,0
68842,22550,Yea,51,34,16,1
68843,22550,Nay,26,8,18,0
68844,22550,Not Voting,23,12,10,1
68845,22551,Yea,49,49,0,0
68846,22551,Nay,43,0,42,1
68847,22551,Not Voting,8,5,2,1
68848,22552,Yea,67,24,42,1
68849,22552,Nay,26,26,0,0
68850,22552,Not Voting,7,4,2,1
68851,22553,Yea,79,36,41,2
68852,22553,Nay,14,14,0,0
68853,22553,Not Voting,7,4,3,0
68854,22554,Yea,64,22,41,1
68855,22554,Nay,29,28,0,1
68856,22554,Not Voting,7,4,3,0
68857,22555,Yea,62,40,20,2
68858,22555,Nay,32,11,21,0
68859,22555,Not Voting,6,3,3,0
68860,22556,Yea,62,38,22,2
68861,22556,Nay,38,16,22,0
68862,22557,Yea,65,41,22,2
68863,22557,Nay,35,13,22,0
68864,22558,Yea,65,38,25,2
68865,22558,Nay,34,15,19,0
68866,22558,Not Voting,1,1,0,0
68867,22559,Yea,91,46,43,2
68868,22559,Nay,4,4,0,0
68869,22559,Not Voting,5,4,1,0
68870,22560,Yea,53,51,2,0
68871,22560,Nay,46,2,42,2
68872,22560,Not Voting,1,1,0,0
68873,22561,Yea,96,52,42,2
68874,22561,Nay,0,0,0,0
68875,22561,Not Voting,4,2,2,0
68876,22562,Yea,58,54,4,0
68877,22562,Nay,42,0,40,2
68878,22563,Yea,56,52,4,0
68879,22563,Nay,42,0,40,2
68880,22563,Not Voting,2,2,0,0
68881,22564,Yea,53,52,1,0
68882,22564,Nay,45,0,43,2
68883,22564,Not Voting,2,2,0,0
68884,22565,Yea,56,52,4,0
68885,22565,Nay,42,0,40,2
68886,22565,Not Voting,2,2,0,0
68887,22566,Yea,54,51,3,0
68888,22566,Nay,42,2,38,2
68889,22566,Not Voting,4,1,3,0
68890,22567,Yea,54,53,1,0
68891,22567,Nay,42,0,40,2
68892,22567,Not Voting,4,1,3,0
68893,22568,Yea,47,46,1,0
68894,22568,Nay,52,8,42,2
68895,22568,Not Voting,1,0,1,0
68896,22569,Yea,77,31,44,2
68897,22569,Nay,19,19,0,0
68898,22569,Not Voting,4,4,0,0
68899,22570,Yea,78,32,44,2
68900,22570,Nay,20,20,0,0
68901,22570,Not Voting,2,2,0,0
68902,22571,Yea,50,49,1,0
68903,22571,Nay,44,0,42,2
68904,22571,Not Voting,6,5,1,0
68905,22572,Yea,69,24,43,2
68906,22572,Nay,21,21,0,0
68907,22572,Not Voting,10,9,1,0
68908,22573,Yea,73,52,20,1
68909,22573,Nay,26,1,24,1
68910,22573,Not Voting,1,1,0,0
68911,22574,Yea,71,50,20,1
68912,22574,Nay,26,1,24,1
68913,22574,Not Voting,3,3,0,0
68914,22575,Yea,70,49,20,1
68915,22575,Nay,27,2,24,1
68916,22575,Not Voting,3,3,0,0
68917,22576,Yea,49,48,1,0
68918,22576,Nay,47,3,42,2
68919,22576,Not Voting,4,3,1,0
68920,22577,Yea,95,50,43,2
68921,22577,Nay,2,2,0,0
68922,22577,Not Voting,3,2,1,0
68923,22578,Yea,54,52,2,0
68924,22578,Nay,45,1,42,2
68925,22578,Not Voting,1,1,0,0
68926,22579,Yea,83,50,32,1
68927,22579,Nay,14,1,12,1
68928,22579,Not Voting,3,3,0,0
68929,22580,Yea,32,10,21,1
68930,22580,Nay,65,41,23,1
68931,22580,Not Voting,3,3,0,0
68932,22581,Yea,93,48,43,2
68933,22581,Nay,0,0,0,0
68934,22581,Not Voting,7,6,1,0
68935,22582,Yea,88,44,43,1
68936,22582,Nay,0,0,0,0
68937,22582,Not Voting,12,10,1,1
68938,22583,Yea,41,7,33,1
68939,22583,Nay,55,43,11,1
68940,22583,Not Voting,4,4,0,0
68941,22584,Yea,47,17,29,1
68942,22584,Nay,49,33,15,1
68943,22584,Not Voting,4,4,0,0
68944,22585,Yea,37,4,32,1
68945,22585,Nay,59,46,12,1
68946,22585,Not Voting,4,4,0,0
68947,22586,Yea,35,4,30,1
68948,22586,Nay,60,45,14,1
68949,22586,Not Voting,5,5,0,0
68950,22587,Yea,41,8,32,1
68951,22587,Nay,54,41,12,1
68952,22587,Not Voting,5,5,0,0
68953,22588,Yea,22,21,1,0
68954,22588,Nay,73,28,43,2
68955,22588,Not Voting,5,5,0,0
68956,22589,Yea,74,43,30,1
68957,22589,Nay,21,6,14,1
68958,22589,Not Voting,5,5,0,0
68959,22590,Yea,63,18,43,2
68960,22590,Nay,35,35,0,0
68961,22590,Not Voting,2,1,1,0
68962,22591,Yea,64,18,44,2
68963,22591,Nay,35,35,0,0
68964,22591,Not Voting,1,1,0,0
68965,22592,Yea,64,18,44,2
68966,22592,Nay,35,35,0,0
68967,22592,Not Voting,1,1,0,0
68968,22593,Yea,57,53,4,0
68969,22593,Nay,41,0,39,2
68970,22593,Not Voting,2,1,1,0
68971,22594,Yea,55,52,3,0
68972,22594,Nay,43,1,40,2
68973,22594,Not Voting,2,1,1,0
68974,22595,Yea,53,50,3,0
68975,22595,Nay,44,1,41,2
68976,22595,Not Voting,3,3,0,0
68977,22596,Yea,51,50,1,0
68978,22596,Nay,44,1,42,1
68979,22596,Not Voting,5,3,1,1
68980,22597,Yea,93,50,42,1
68981,22597,Nay,0,0,0,0
68982,22597,Not Voting,7,4,2,1
68983,22598,Yea,83,42,40,1
68984,22598,Nay,0,0,0,0
68985,22598,Not Voting,17,12,4,1
68986,22599,Yea,91,48,42,1
68987,22599,Nay,3,0,2,1
68988,22599,Not Voting,6,6,0,0
68989,22600,Yea,93,47,44,2
68990,22600,Nay,0,0,0,0
68991,22600,Not Voting,7,7,0,0
68992,22601,Yea,82,38,42,2
68993,22601,Nay,7,7,0,0
68994,22601,Not Voting,11,9,2,0
68995,22602,Yea,56,15,39,2
68996,22602,Nay,31,29,2,0
68997,22602,Not Voting,13,10,3,0
68998,22603,Yea,93,48,44,1
68999,22603,Nay,1,1,0,0
69000,22603,Not Voting,6,5,0,1
69001,22604,Yea,52,49,3,0
69002,22604,Nay,46,3,41,2
69003,22604,Not Voting,2,2,0,0
69004,22605,Yea,52,49,3,0
69005,22605,Nay,46,3,41,2
69006,22605,Not Voting,2,2,0,0
69007,22606,Yea,91,45,44,2
69008,22606,Nay,6,6,0,0
69009,22606,Not Voting,3,3,0,0
69010,22607,Yea,95,51,43,1
69011,22607,Nay,0,0,0,0
69012,22607,Not Voting,5,3,1,1
69013,22608,Yea,79,34,44,1
69014,22608,Nay,7,7,0,0
69015,22608,Not Voting,14,13,0,1
69016,22609,Yea,54,53,1,0
69017,22609,Nay,46,1,43,2
69018,22610,Yea,56,54,2,0
69019,22610,Nay,44,0,42,2
69020,22611,Yea,45,0,43,2
69021,22611,Nay,55,54,1,0
69022,22612,Yea,48,3,43,2
69023,22612,Nay,52,51,1,0
69024,22613,Yea,46,0,44,2
69025,22613,Nay,54,54,0,0
69026,22614,Yea,90,51,37,2
69027,22614,Nay,10,3,7,0
69028,22615,Yea,47,2,43,2
69029,22615,Nay,52,52,0,0
69030,22615,Not Voting,1,0,1,0
69031,22616,Yea,55,53,2,0
69032,22616,Nay,44,1,41,2
69033,22616,Not Voting,1,0,1,0
69034,22617,Yea,45,1,42,2
69035,22617,Nay,54,53,1,0
69036,22617,Not Voting,1,0,1,0
69037,22618,Yea,53,52,1,0
69038,22618,Nay,46,2,42,2
69039,22618,Not Voting,1,0,1,0
69040,22619,Yea,48,4,42,2
69041,22619,Nay,50,49,1,0
69042,22619,Not Voting,2,1,1,0
69043,22620,Yea,47,2,43,2
69044,22620,Nay,52,52,0,0
69045,22620,Not Voting,1,0,1,0
69046,22621,Yea,10,10,0,0
69047,22621,Nay,89,44,43,2
69048,22621,Not Voting,1,0,1,0
69049,22622,Yea,60,54,5,1
69050,22622,Nay,39,0,39,0
69051,22622,Not Voting,1,0,0,1
69052,22623,Yea,54,53,1,0
69053,22623,Nay,45,1,43,1
69054,22623,Not Voting,1,0,0,1
69055,22624,Yea,52,52,0,0
69056,22624,Nay,47,2,44,1
69057,22624,Not Voting,1,0,0,1
69058,22625,Yea,45,0,44,1
69059,22625,Nay,54,54,0,0
69060,22625,Not Voting,1,0,0,1
69061,22626,Yea,46,1,44,1
69062,22626,Nay,53,53,0,0
69063,22626,Not Voting,1,0,0,1
69064,22627,Yea,52,52,0,0
69065,22627,Nay,47,2,44,1
69066,22627,Not Voting,1,0,0,1
69067,22628,Yea,77,46,30,1
69068,22628,Nay,22,8,14,0
69069,22628,Not Voting,1,0,0,1
69070,22629,Yea,83,40,42,1
69071,22629,Nay,16,14,2,0
69072,22629,Not Voting,1,0,0,1
69073,22630,Yea,89,44,44,1
69074,22630,Nay,0,0,0,0
69075,22630,Not Voting,11,10,0,1
69076,22631,Yea,84,39,44,1
69077,22631,Nay,12,12,0,0
69078,22631,Not Voting,4,3,0,1
69079,22632,Yea,85,40,44,1
69080,22632,Nay,12,12,0,0
69081,22632,Not Voting,3,2,0,1
69082,22633,Yea,45,5,39,1
69083,22633,Nay,34,34,0,0
69084,22633,Not Voting,21,15,5,1
69085,22634,Yea,72,30,41,1
69086,22634,Nay,26,23,2,1
69087,22634,Not Voting,2,1,1,0
69088,22635,Yea,31,29,1,1
69089,22635,Nay,67,24,42,1
69090,22635,Not Voting,2,1,1,0
69091,22636,Yea,73,37,36,0
69092,22636,Nay,25,16,7,2
69093,22636,Not Voting,2,1,1,0
69094,22637,Yea,65,27,37,1
69095,22637,Nay,33,26,6,1
69096,22637,Not Voting,2,1,1,0
69097,22638,Yea,82,39,42,1
69098,22638,Nay,6,6,0,0
69099,22638,Not Voting,12,9,2,1
69100,22639,Yea,53,51,1,1
69101,22639,Nay,44,1,42,1
69102,22639,Not Voting,3,2,1,0
69103,22640,Yea,58,13,44,1
69104,22640,Nay,36,36,0,0
69105,22640,Not Voting,6,5,0,1
69106,22641,Yea,55,53,2,0
69107,22641,Nay,43,0,42,1
69108,22641,Not Voting,2,1,0,1
69109,22642,Yea,52,49,3,0
69110,22642,Nay,40,1,38,1
69111,22642,Not Voting,8,4,3,1
69112,22643,Yea,84,44,39,1
69113,22643,Nay,2,2,0,0
69114,22643,Not Voting,14,8,5,1
69115,22644,Yea,87,49,37,1
69116,22644,Nay,4,1,3,0
69117,22644,Not Voting,9,4,4,1
69118,22645,Yea,62,20,41,1
69119,22645,Nay,29,29,0,0
69120,22645,Not Voting,9,5,3,1
69121,22646,Yea,55,12,42,1
69122,22646,Nay,37,37,0,0
69123,22646,Not Voting,8,5,2,1
69124,22647,Yea,47,46,1,0
69125,22647,Nay,48,4,43,1
69126,22647,Not Voting,5,4,0,1
69127,22648,Yea,43,1,41,1
69128,22648,Nay,52,49,3,0
69129,22648,Not Voting,5,4,0,1
69130,22649,Yea,52,50,2,0
69131,22649,Nay,43,0,42,1
69132,22649,Not Voting,5,4,0,1
69133,22650,Yea,49,49,0,0
69134,22650,Nay,46,1,44,1
69135,22650,Not Voting,5,4,0,1
69136,22651,Yea,45,3,41,1
69137,22651,Nay,50,47,3,0
69138,22651,Not Voting,5,4,0,1
69139,22652,Yea,43,0,42,1
69140,22652,Nay,52,50,2,0
69141,22652,Not Voting,5,4,0,1
69142,22653,Yea,46,40,5,1
69143,22653,Nay,50,12,38,0
69144,22653,Present,1,0,1,0
69145,22653,Not Voting,3,2,0,1
69146,22654,Yea,43,37,5,1
69147,22654,Nay,54,15,39,0
69148,22654,Not Voting,3,2,0,1
69149,22655,Yea,83,41,41,1
69150,22655,Nay,0,0,0,0
69151,22655,Not Voting,17,13,3,1
69152,22656,Yea,90,47,42,1
69153,22656,Nay,0,0,0,0
69154,22656,Not Voting,10,7,2,1
69155,22657,Yea,96,52,43,1
69156,22657,Nay,0,0,0,0
69157,22657,Not Voting,4,2,1,1
69158,22658,Yea,73,47,25,1
69159,22658,Nay,22,3,19,0
69160,22658,Not Voting,5,4,0,1
69161,22659,Yea,75,47,27,1
69162,22659,Nay,20,3,17,0
69163,22659,Not Voting,5,4,0,1
69164,22660,Yea,93,49,43,1
69165,22660,Nay,0,0,0,0
69166,22660,Not Voting,7,5,1,1
69167,22661,Yea,80,43,36,1
69168,22661,Nay,6,2,4,0
69169,22661,Not Voting,14,9,4,1
69170,22662,Yea,89,49,39,1
69171,22662,Nay,4,1,3,0
69172,22662,Not Voting,7,4,2,1
69173,22663,Yea,93,50,42,1
69174,22663,Nay,0,0,0,0
69175,22663,Not Voting,7,4,2,1
69176,22664,Yea,89,45,43,1
69177,22664,Nay,0,0,0,0
69178,22664,Not Voting,11,9,1,1
69179,22665,Yea,94,50,43,1
69180,22665,Nay,0,0,0,0
69181,22665,Present,1,1,0,0
69182,22665,Not Voting,5,3,1,1
69183,22666,Yea,46,2,43,1
69184,22666,Nay,50,50,0,0
69185,22666,Not Voting,4,2,1,1
69186,22667,Yea,48,5,42,1
69187,22667,Nay,47,47,0,0
69188,22667,Not Voting,5,2,2,1
69189,22668,Yea,90,48,41,1
69190,22668,Nay,0,0,0,0
69191,22668,Not Voting,10,6,3,1
69192,22669,Yea,86,47,38,1
69193,22669,Nay,3,2,1,0
69194,22669,Not Voting,11,5,5,1
69195,22670,Yea,93,50,42,1
69196,22670,Nay,3,2,1,0
69197,22670,Not Voting,4,2,1,1
69198,22671,Yea,94,50,43,1
69199,22671,Nay,1,1,0,0
69200,22671,Not Voting,5,3,1,1
69201,22672,Yea,71,39,31,1
69202,22672,Nay,24,12,12,0
69203,22672,Not Voting,5,3,1,1
69204,22673,Yea,49,7,41,1
69205,22673,Nay,40,39,1,0
69206,22673,Not Voting,11,8,2,1
69207,22674,Yea,48,45,3,0
69208,22674,Nay,49,7,41,1
69209,22674,Not Voting,3,2,0,1
69210,22675,Yea,96,52,43,1
69211,22675,Nay,0,0,0,0
69212,22675,Not Voting,4,2,1,1
69213,22676,Yea,87,46,40,1
69214,22676,Nay,0,0,0,0
69215,22676,Not Voting,13,8,4,1
69216,22677,Yea,98,53,44,1
69217,22677,Nay,0,0,0,0
69218,22677,Not Voting,2,1,0,1
69219,22678,Yea,85,52,32,1
69220,22678,Nay,10,0,10,0
69221,22678,Not Voting,5,2,2,1
69222,22679,Yea,91,47,43,1
69223,22679,Nay,5,5,0,0
69224,22679,Not Voting,4,2,1,1
69225,22680,Yea,42,1,40,1
69226,22680,Nay,54,51,3,0
69227,22680,Not Voting,4,2,1,1
69228,22681,Yea,92,47,44,1
69229,22681,Nay,0,0,0,0
69230,22681,Not Voting,8,7,0,1
69231,22682,Yea,94,50,43,1
69232,22682,Nay,4,3,1,0
69233,22682,Not Voting,2,1,0,1
69234,22683,Yea,89,45,43,1
69235,22683,Nay,5,4,1,0
69236,22683,Not Voting,6,5,0,1
69237,22684,Yea,95,51,43,1
69238,22684,Nay,3,2,1,0
69239,22684,Not Voting,2,1,0,1
69240,22685,Yea,97,52,44,1
69241,22685,Nay,0,0,0,0
69242,22685,Not Voting,3,2,0,1
69243,22686,Yea,66,21,44,1
69244,22686,Nay,31,31,0,0
69245,22686,Not Voting,3,2,0,1
69246,22687,Yea,34,34,0,0
69247,22687,Nay,63,18,44,1
69248,22687,Not Voting,3,2,0,1
69249,22688,Yea,42,42,0,0
69250,22688,Nay,55,10,44,1
69251,22688,Not Voting,3,2,0,1
69252,22689,Yea,50,6,43,1
69253,22689,Nay,47,46,1,0
69254,22689,Not Voting,3,2,0,1
69255,22690,Yea,33,33,0,0
69256,22690,Nay,64,19,44,1
69257,22690,Not Voting,3,2,0,1
69258,22691,Yea,85,41,43,1
69259,22691,Nay,12,12,0,0
69260,22691,Not Voting,3,1,1,1
69261,22692,Yea,70,27,42,1
69262,22692,Nay,26,26,0,0
69263,22692,Not Voting,4,1,2,1
69264,22693,Yea,25,25,0,0
69265,22693,Nay,71,28,42,1
69266,22693,Not Voting,4,1,2,1
69267,22694,Yea,56,52,4,0
69268,22694,Nay,42,1,40,1
69269,22694,Not Voting,2,1,0,1
69270,22695,Yea,48,47,1,0
69271,22695,Nay,49,5,43,1
69272,22695,Not Voting,3,2,0,1
69273,22696,Yea,76,33,42,1
69274,22696,Nay,19,19,0,0
69275,22696,Not Voting,5,2,2,1
69276,22697,Yea,55,12,42,1
69277,22697,Nay,38,38,0,0
69278,22697,Not Voting,7,4,2,1
69279,22698,Yea,54,12,41,1
69280,22698,Nay,42,40,2,0
69281,22698,Not Voting,4,2,1,1
69282,22699,Yea,73,29,43,1
69283,22699,Nay,23,23,0,0
69284,22699,Not Voting,4,2,1,1
69285,22700,Yea,12,12,0,0
69286,22700,Nay,84,40,43,1
69287,22700,Not Voting,4,2,1,1
69288,22701,Yea,50,46,4,0
69289,22701,Nay,46,5,40,1
69290,22701,Not Voting,4,3,0,1
69291,22702,Yea,52,48,4,0
69292,22702,Nay,43,4,38,1
69293,22702,Not Voting,5,2,2,1
69294,22703,Yea,50,46,4,0
69295,22703,Nay,42,3,38,1
69296,22703,Not Voting,8,5,2,1
69297,22704,Yea,57,52,5,0
69298,22704,Nay,42,2,39,1
69299,22704,Not Voting,1,0,0,1
69300,22705,Yea,97,52,44,1
69301,22705,Nay,2,2,0,0
69302,22705,Not Voting,1,0,0,1
69303,22706,Yea,39,0,39,0
69304,22706,Nay,60,54,5,1
69305,22706,Not Voting,1,0,0,1
69306,22707,Yea,51,49,2,0
69307,22707,Nay,48,5,42,1
69308,22707,Not Voting,1,0,0,1
69309,22708,Yea,90,46,43,1
69310,22708,Nay,8,8,0,0
69311,22708,Not Voting,2,0,1,1
69312,22709,Yea,53,10,43,0
69313,22709,Nay,34,34,0,0
69314,22709,Not Voting,13,10,1,2
69315,22710,Yea,50,5,44,1
69316,22710,Nay,47,47,0,0
69317,22710,Not Voting,3,2,0,1
69318,22711,Yea,52,52,0,0
69319,22711,Nay,45,0,44,1
69320,22711,Not Voting,3,2,0,1
69321,22712,Yea,68,23,44,1
69322,22712,Nay,29,29,0,0
69323,22712,Not Voting,3,2,0,1
69324,22713,Yea,70,25,44,1
69325,22713,Nay,28,28,0,0
69326,22713,Not Voting,2,1,0,1
69327,22714,Yea,68,23,44,1
69328,22714,Nay,30,30,0,0
69329,22714,Not Voting,2,1,0,1
69330,22715,Yea,88,43,44,1
69331,22715,Nay,10,10,0,0
69332,22715,Not Voting,2,1,0,1
69333,22716,Yea,84,40,43,1
69334,22716,Nay,14,13,1,0
69335,22716,Not Voting,2,1,0,1
69336,22717,Yea,87,53,33,1
69337,22717,Nay,9,0,9,0
69338,22717,Not Voting,4,1,2,1
69339,22718,Yea,60,16,43,1
69340,22718,Nay,37,37,0,0
69341,22718,Not Voting,3,1,1,1
69342,22719,Yea,89,45,43,1
69343,22719,Nay,8,8,0,0
69344,22719,Not Voting,3,1,1,1
69345,22720,Yea,89,49,39,1
