,VID,Type,Number,Republicans,Democrats,Others
67845,22200,Yea,50,45,5,0
67846,22200,Nay,50,0,48,2
67847,22201,Yea,73,24,47,2
67848,22201,Nay,27,21,6,0
67849,22202,Yea,78,33,44,1
67850,22202,Nay,22,12,9,1
67851,22203,Yea,53,2,49,2
67852,22203,Nay,45,43,2,0
67853,22203,Not Voting,2,0,2,0
67854,22204,Yea,67,15,50,2
67855,22204,Nay,30,30,0,0
67856,22204,Not Voting,3,0,3,0
67857,22205,Yea,54,1,51,2
67858,22205,Nay,45,44,1,0
67859,22205,Not Voting,1,0,1,0
67860,22206,Yea,99,45,52,2
67861,22206,Nay,0,0,0,0
67862,22206,Not Voting,1,0,1,0
67863,22207,Yea,96,42,52,2
67864,22207,Nay,1,1,0,0
67865,22207,Not Voting,3,2,1,0
67866,22208,Yea,88,39,48,1
67867,22208,Nay,1,1,0,0
67868,22208,Not Voting,11,5,5,1
67869,22209,Yea,68,16,51,1
67870,22209,Nay,28,28,0,0
67871,22209,Not Voting,4,1,2,1
67872,22210,Yea,67,15,51,1
67873,22210,Nay,29,29,0,0
67874,22210,Not Voting,4,1,2,1
67875,22211,Yea,66,14,51,1
67876,22211,Nay,29,29,0,0
67877,22211,Not Voting,5,2,2,1
67878,22212,Yea,59,45,14,0
67879,22212,Nay,41,0,39,2
67880,22213,Yea,100,45,53,2
67881,22213,Nay,0,0,0,0
67882,22214,Yea,58,4,52,2
67883,22214,Nay,42,41,1,0
67884,22215,Yea,58,5,51,2
67885,22215,Nay,39,39,0,0
67886,22215,Not Voting,3,1,2,0
67887,22216,Yea,55,2,51,2
67888,22216,Nay,42,42,0,0
67889,22216,Not Voting,3,1,2,0
67890,22217,Yea,56,3,51,2
67891,22217,Nay,40,40,0,0
67892,22217,Not Voting,4,2,2,0
67893,22218,Yea,58,5,51,2
67894,22218,Nay,38,38,0,0
67895,22218,Not Voting,4,2,2,0
67896,22219,Yea,51,2,48,1
67897,22219,Nay,44,41,3,0
67898,22219,Not Voting,5,2,2,1
67899,22220,Yea,95,43,50,2
67900,22220,Nay,0,0,0,0
67901,22220,Not Voting,5,2,3,0
67902,22221,Yea,96,43,51,2
67903,22221,Nay,0,0,0,0
67904,22221,Not Voting,4,2,2,0
67905,22222,Yea,49,0,47,2
67906,22222,Nay,46,42,4,0
67907,22222,Not Voting,5,3,2,0
67908,22223,Yea,50,0,49,1
67909,22223,Nay,36,36,0,0
67910,22223,Not Voting,14,9,4,1
67911,22224,Yea,50,0,49,1
67912,22224,Nay,36,36,0,0
67913,22224,Not Voting,14,9,4,1
67914,22225,Yea,50,0,49,1
67915,22225,Nay,43,41,1,1
67916,22225,Not Voting,7,4,3,0
67917,22226,Yea,52,0,51,1
67918,22226,Nay,42,41,0,1
67919,22226,Not Voting,6,4,2,0
67920,22227,Yea,59,6,51,2
67921,22227,Nay,34,34,0,0
67922,22227,Not Voting,7,5,2,0
67923,22228,Yea,52,0,50,2
67924,22228,Nay,40,40,0,0
67925,22228,Not Voting,8,5,3,0
67926,22229,Yea,68,15,51,2
67927,22229,Nay,28,28,0,0
67928,22229,Not Voting,4,2,2,0
67929,22230,Yea,53,0,52,1
67930,22230,Nay,44,43,0,1
67931,22230,Not Voting,3,2,1,0
67932,22231,Yea,57,4,51,2
67933,22231,Nay,39,39,0,0
67934,22231,Not Voting,4,2,2,0
67935,22232,Yea,54,0,52,2
67936,22232,Nay,43,43,0,0
67937,22232,Not Voting,3,2,1,0
67938,22233,Yea,93,41,50,2
67939,22233,Nay,2,2,0,0
67940,22233,Not Voting,5,2,3,0
67941,22234,Yea,53,0,51,2
67942,22234,Nay,43,43,0,0
67943,22234,Not Voting,4,2,2,0
67944,22235,Yea,65,12,51,2
67945,22235,Nay,31,31,0,0
67946,22235,Not Voting,4,2,2,0
67947,22236,Yea,60,7,51,2
67948,22236,Nay,36,36,0,0
67949,22236,Not Voting,4,2,2,0
67950,22237,Yea,67,15,50,2
67951,22237,Nay,28,28,0,0
67952,22237,Not Voting,5,2,3,0
67953,22238,Yea,71,18,51,2
67954,22238,Nay,25,25,0,0
67955,22238,Not Voting,4,2,2,0
67956,22239,Yea,68,16,50,2
67957,22239,Nay,27,27,0,0
67958,22239,Not Voting,5,2,3,0
67959,22240,Yea,89,39,48,2
67960,22240,Nay,3,3,0,0
67961,22240,Not Voting,8,3,5,0
67962,22241,Yea,69,19,48,2
67963,22241,Nay,24,23,1,0
67964,22241,Not Voting,7,3,4,0
67965,22242,Yea,66,17,47,2
67966,22242,Nay,26,24,2,0
67967,22242,Not Voting,8,4,4,0
67968,22243,Yea,53,3,48,2
67969,22243,Nay,36,36,0,0
67970,22243,Not Voting,11,6,5,0
67971,22244,Yea,76,41,34,1
67972,22244,Nay,16,0,15,1
67973,22244,Not Voting,8,4,4,0
67974,22245,Yea,53,1,50,2
67975,22245,Nay,40,40,0,0
67976,22245,Not Voting,7,4,3,0
67977,22246,Yea,51,0,49,2
67978,22246,Nay,42,41,1,0
67979,22246,Not Voting,7,4,3,0
67980,22247,Yea,57,5,50,2
67981,22247,Nay,34,34,0,0
67982,22247,Not Voting,9,6,3,0
67983,22248,Yea,52,1,49,2
67984,22248,Nay,40,39,1,0
67985,22248,Not Voting,8,5,3,0
67986,22249,Yea,54,0,52,2
67987,22249,Nay,40,40,0,0
67988,22249,Not Voting,6,5,1,0
67989,22250,Yea,63,12,49,2
67990,22250,Nay,32,32,0,0
67991,22250,Not Voting,5,1,4,0
67992,22251,Yea,65,12,51,2
67993,22251,Nay,31,31,0,0
67994,22251,Not Voting,4,2,2,0
67995,22252,Yea,86,33,51,2
67996,22252,Nay,12,12,0,0
67997,22252,Not Voting,2,0,2,0
67998,22253,Yea,86,33,51,2
67999,22253,Nay,12,12,0,0
68000,22253,Not Voting,2,0,2,0
68001,22254,Yea,85,35,49,1
68002,22254,Nay,14,10,3,1
68003,22254,Not Voting,1,0,1,0
68004,22255,Yea,18,18,0,0
68005,22255,Nay,82,27,53,2
68006,22256,Yea,55,0,53,2
68007,22256,Nay,45,45,0,0
68008,22257,Yea,89,39,49,1
68009,22257,Nay,11,6,4,1
68010,22258,Yea,62,11,50,1
68011,22258,Nay,35,34,1,0
68012,22258,Not Voting,3,0,2,1
68013,22259,Yea,48,0,47,1
68014,22259,Nay,35,35,0,0
68015,22259,Not Voting,17,10,6,1
68016,22260,Yea,52,1,50,1
68017,22260,Nay,40,40,0,0
68018,22260,Not Voting,8,4,3,1
68019,22261,Yea,52,0,51,1
68020,22261,Nay,41,41,0,0
68021,22261,Not Voting,7,4,2,1
68022,22262,Yea,51,0,50,1
68023,22262,Nay,41,41,0,0
68024,22262,Not Voting,8,4,3,1
68025,22263,Yea,52,0,51,1
68026,22263,Nay,40,40,0,0
68027,22263,Not Voting,8,5,2,1
68028,22264,Yea,52,0,51,1
68029,22264,Nay,41,41,0,0
68030,22264,Not Voting,7,4,2,1
68031,22265,Yea,52,0,51,1
68032,22265,Nay,41,41,0,0
68033,22265,Not Voting,7,4,2,1
68034,22266,Yea,52,0,51,1
68035,22266,Nay,41,41,0,0
68036,22266,Not Voting,7,4,2,1
68037,22267,Yea,52,0,51,1
68038,22267,Nay,41,41,0,0
68039,22267,Not Voting,7,4,2,1
68040,22268,Yea,52,0,51,1
68041,22268,Nay,41,41,0,0
68042,22268,Not Voting,7,4,2,1
68043,22269,Yea,50,0,49,1
68044,22269,Nay,41,41,0,0
68045,22269,Not Voting,9,4,4,1
68046,22270,Yea,53,1,51,1
68047,22270,Nay,40,40,0,0
68048,22270,Not Voting,7,4,2,1
68049,22271,Yea,52,0,51,1
68050,22271,Nay,41,41,0,0
68051,22271,Not Voting,7,4,2,1
68052,22272,Yea,52,0,51,1
68053,22272,Nay,42,42,0,0
68054,22272,Not Voting,6,3,2,1
68055,22273,Yea,54,0,52,2
68056,22273,Nay,42,42,0,0
68057,22273,Not Voting,4,3,1,0
68058,22274,Yea,54,0,52,2
68059,22274,Nay,42,42,0,0
68060,22274,Not Voting,4,3,1,0
68061,22275,Yea,53,0,51,2
68062,22275,Nay,42,42,0,0
68063,22275,Not Voting,5,3,2,0
68064,22276,Yea,54,0,52,2
68065,22276,Nay,42,42,0,0
68066,22276,Not Voting,4,3,1,0
68067,22277,Yea,54,0,52,2
68068,22277,Nay,42,42,0,0
68069,22277,Not Voting,4,3,1,0
68070,22278,Yea,54,0,52,2
68071,22278,Nay,42,42,0,0
68072,22278,Not Voting,4,3,1,0
68073,22279,Yea,53,0,51,2
68074,22279,Nay,42,42,0,0
68075,22279,Not Voting,5,3,2,0
68076,22280,Yea,54,0,52,2
68077,22280,Nay,42,42,0,0
68078,22280,Not Voting,4,3,1,0
68079,22281,Yea,54,0,52,2
68080,22281,Nay,42,42,0,0
68081,22281,Not Voting,4,3,1,0
68082,22282,Yea,53,0,51,2
68083,22282,Nay,42,42,0,0
68084,22282,Not Voting,5,3,2,0
68085,22283,Yea,54,0,52,2
68086,22283,Nay,42,42,0,0
68087,22283,Not Voting,4,3,1,0
68088,22284,Yea,77,29,47,1
68089,22284,Nay,19,13,5,1
68090,22284,Not Voting,4,3,1,0
68091,22285,Yea,22,22,0,0
68092,22285,Nay,74,20,52,2
68093,22285,Not Voting,4,3,1,0
68094,22286,Yea,56,24,31,1
68095,22286,Nay,40,18,21,1
68096,22286,Not Voting,4,3,1,0
68097,22287,Yea,51,1,48,2
68098,22287,Nay,43,40,3,0
68099,22287,Not Voting,6,4,2,0
68100,22288,Yea,51,1,48,2
68101,22288,Nay,43,40,3,0
68102,22288,Not Voting,6,4,2,0
68103,22289,Yea,54,2,51,1
68104,22289,Nay,39,39,0,0
68105,22289,Not Voting,7,4,2,1
68106,22290,Yea,54,1,52,1
68107,22290,Nay,39,39,0,0
68108,22290,Not Voting,7,5,1,1
68109,22291,Yea,53,0,52,1
68110,22291,Nay,41,41,0,0
68111,22291,Not Voting,6,4,1,1
68112,22292,Yea,55,2,52,1
68113,22292,Nay,39,39,0,0
68114,22292,Not Voting,6,4,1,1
68115,22293,Yea,53,0,52,1
68116,22293,Nay,40,40,0,0
68117,22293,Not Voting,7,5,1,1
68118,22294,Yea,55,2,52,1
68119,22294,Nay,38,38,0,0
68120,22294,Not Voting,7,5,1,1
68121,22295,Yea,65,12,52,1
68122,22295,Nay,28,28,0,0
68123,22295,Not Voting,7,5,1,1
68124,22296,Yea,76,31,44,1
68125,22296,Nay,16,8,8,0
68126,22296,Not Voting,8,6,1,1
68127,22297,Yea,51,0,50,1
68128,22297,Nay,38,37,1,0
68129,22297,Not Voting,11,8,2,1
68130,22298,Yea,51,0,50,1
68131,22298,Nay,38,37,1,0
68132,22298,Not Voting,11,8,2,1
68133,22299,Yea,31,0,30,1
68134,22299,Nay,66,53,12,1
68135,22299,Not Voting,3,1,2,0
68136,22300,Yea,93,52,40,1
68137,22300,Nay,4,1,2,1
68138,22300,Not Voting,3,1,2,0
68139,22301,Yea,63,52,10,1
68140,22301,Nay,32,0,31,1
68141,22301,Not Voting,5,2,3,0
68142,22302,Yea,57,54,3,0
68143,22302,Nay,42,0,40,2
68144,22302,Not Voting,1,0,1,0
68145,22303,Yea,53,53,0,0
68146,22303,Nay,46,1,43,2
68147,22303,Not Voting,1,0,1,0
68148,22304,Yea,94,49,43,2
68149,22304,Nay,5,5,0,0
68150,22304,Not Voting,1,0,1,0
68151,22305,Yea,54,54,0,0
68152,22305,Nay,45,0,43,2
68153,22305,Not Voting,1,0,1,0
68154,22306,Yea,41,1,38,2
68155,22306,Nay,58,53,5,0
68156,22306,Not Voting,1,0,1,0
68157,22307,Yea,54,51,3,0
68158,22307,Nay,45,3,40,2
68159,22307,Not Voting,1,0,1,0
68160,22308,Yea,98,53,43,2
68161,22308,Nay,1,1,0,0
68162,22308,Not Voting,1,0,1,0
68163,22309,Yea,59,15,43,1
68164,22309,Nay,40,39,0,1
68165,22309,Not Voting,1,0,1,0
68166,22310,Yea,50,5,43,2
68167,22310,Nay,49,49,0,0
68168,22310,Not Voting,1,0,1,0
68169,22311,Yea,55,10,43,2
68170,22311,Nay,44,44,0,0
68171,22311,Not Voting,1,0,1,0
68172,22312,Yea,54,50,3,1
68173,22312,Nay,45,4,40,1
68174,22312,Not Voting,1,0,1,0
68175,22313,Yea,53,53,0,0
68176,22313,Nay,46,1,43,2
68177,22313,Not Voting,1,0,1,0
68178,22314,Yea,56,53,3,0
68179,22314,Nay,42,0,40,2
68180,22314,Not Voting,2,1,1,0
68181,22315,Yea,51,49,2,0
68182,22315,Nay,47,4,41,2
68183,22315,Not Voting,2,1,1,0
68184,22316,Yea,75,30,43,2
68185,22316,Nay,23,23,0,0
68186,22316,Not Voting,2,1,1,0
68187,22317,Yea,50,5,43,2
68188,22317,Nay,47,47,0,0
68189,22317,Not Voting,3,2,1,0
68190,22318,Yea,51,50,1,0
68191,22318,Nay,46,2,42,2
68192,22318,Not Voting,3,2,1,0
68193,22319,Yea,64,52,12,0
68194,22319,Nay,33,0,31,2
68195,22319,Not Voting,3,2,1,0
68196,22320,Yea,43,2,39,2
68197,22320,Nay,54,50,4,0
68198,22320,Not Voting,3,2,1,0
68199,22321,Yea,89,47,40,2
68200,22321,Nay,5,5,0,0
68201,22321,Not Voting,6,2,4,0
68202,22322,Yea,53,51,2,0
68203,22322,Nay,42,0,40,2
68204,22322,Not Voting,5,3,2,0
68205,22323,Yea,57,52,5,0
68206,22323,Nay,38,0,36,2
68207,22323,Not Voting,5,2,3,0
68208,22324,Yea,52,52,0,0
68209,22324,Nay,43,0,41,2
68210,22324,Not Voting,5,2,3,0
68211,22325,Yea,53,51,2,0
68212,22325,Nay,41,0,39,2
68213,22325,Not Voting,6,3,3,0
68214,22326,Yea,49,49,0,0
68215,22326,Nay,45,2,41,2
68216,22326,Not Voting,6,3,3,0
68217,22327,Yea,53,49,4,0
68218,22327,Nay,39,1,36,2
68219,22327,Not Voting,8,4,4,0
68220,22328,Yea,53,49,4,0
68221,22328,Nay,39,1,36,2
68222,22328,Not Voting,8,4,4,0
68223,22329,Yea,36,0,34,2
68224,22329,Nay,62,53,9,0
68225,22329,Not Voting,2,1,1,0
68226,22330,Yea,40,1,37,2
68227,22330,Nay,58,52,6,0
68228,22330,Not Voting,2,1,1,0
68229,22331,Yea,40,0,38,2
68230,22331,Nay,58,53,5,0
68231,22331,Not Voting,2,1,1,0
68232,22332,Yea,53,52,1,0
68233,22332,Nay,45,1,42,2
68234,22332,Not Voting,2,1,1,0
68235,22333,Yea,54,53,1,0
68236,22333,Nay,44,0,42,2
68237,22333,Not Voting,2,1,1,0
68238,22334,Yea,44,0,42,2
68239,22334,Nay,52,51,1,0
68240,22334,Not Voting,4,3,1,0
68241,22335,Yea,50,49,1,0
68242,22335,Nay,47,3,42,2
68243,22335,Not Voting,3,2,1,0
68244,22336,Yea,47,2,43,2
68245,22336,Nay,51,51,0,0
68246,22336,Not Voting,2,1,1,0
68247,22337,Yea,50,49,1,0
68248,22337,Nay,48,4,42,2
68249,22337,Not Voting,2,1,1,0
68250,22338,Yea,47,3,42,2
68251,22338,Nay,51,50,1,0
68252,22338,Not Voting,2,1,1,0
68253,22339,Yea,35,0,33,2
68254,22339,Nay,63,53,10,0
68255,22339,Not Voting,2,1,1,0
68256,22340,Yea,47,45,2,0
68257,22340,Nay,51,8,41,2
68258,22340,Not Voting,2,1,1,0
68259,22341,Yea,59,14,43,2
68260,22341,Nay,39,39,0,0
68261,22341,Not Voting,2,1,1,0
68262,22342,Yea,45,4,39,2
68263,22342,Nay,53,49,4,0
68264,22342,Not Voting,2,1,1,0
68265,22343,Yea,62,53,9,0
68266,22343,Nay,35,0,33,2
68267,22343,Not Voting,3,1,2,0
68268,22344,Yea,41,0,39,2
68269,22344,Nay,56,52,4,0
68270,22344,Not Voting,3,2,1,0
68271,22345,Yea,36,0,34,2
68272,22345,Nay,62,53,9,0
68273,22345,Not Voting,2,1,1,0
68274,22346,Yea,44,0,42,2
68275,22346,Nay,54,53,1,0
68276,22346,Not Voting,2,1,1,0
68277,22347,Yea,62,53,9,0
68278,22347,Nay,36,0,34,2
68279,22347,Not Voting,2,1,1,0
68280,22348,Yea,99,53,44,2
68281,22348,Nay,0,0,0,0
68282,22348,Not Voting,1,1,0,0
68283,22349,Yea,51,51,0,0
68284,22349,Nay,48,2,44,2
68285,22349,Not Voting,1,1,0,0
68286,22350,Yea,53,53,0,0
68287,22350,Nay,47,1,44,2
68288,22351,Yea,52,52,0,0
68289,22351,Nay,47,2,43,2
68290,22351,Not Voting,1,0,1,0
68291,22352,Yea,92,46,44,2
68292,22352,Nay,0,0,0,0
68293,22352,Not Voting,8,8,0,0
68294,22353,Yea,98,53,43,2
68295,22353,Nay,0,0,0,0
68296,22353,Not Voting,2,1,1,0
68297,22354,Yea,93,48,43,2
68298,22354,Nay,5,5,0,0
68299,22354,Not Voting,2,1,1,0
68300,22355,Yea,47,47,0,0
68301,22355,Nay,46,2,42,2
68302,22355,Not Voting,7,5,2,0
68303,22356,Yea,98,52,44,2
68304,22356,Nay,2,2,0,0
68305,22357,Yea,68,23,43,2
68306,22357,Nay,31,31,0,0
68307,22357,Not Voting,1,0,1,0
68308,22358,Yea,34,34,0,0
68309,22358,Nay,65,20,43,2
68310,22358,Not Voting,1,0,1,0
68311,22359,Yea,66,21,43,2
68312,22359,Nay,33,33,0,0
68313,22359,Not Voting,1,0,1,0
68314,22360,Yea,68,23,43,2
68315,22360,Nay,31,31,0,0
68316,22360,Not Voting,1,0,1,0
68317,22361,Yea,57,53,4,0
68318,22361,Nay,42,1,39,2
68319,22361,Not Voting,1,0,1,0
68320,22362,Yea,47,47,0,0
68321,22362,Nay,43,0,41,2
68322,22362,Not Voting,10,7,3,0
68323,22363,Yea,58,16,40,2
68324,22363,Nay,31,31,0,0
68325,22363,Not Voting,11,7,4,0
68326,22364,Yea,53,53,0,0
68327,22364,Nay,45,0,43,2
68328,22364,Not Voting,2,1,1,0
68329,22365,Yea,53,53,0,0
68330,22365,Nay,46,1,43,2
68331,22365,Not Voting,1,0,1,0
68332,22366,Yea,62,54,8,0
68333,22366,Nay,37,0,35,2
68334,22366,Not Voting,1,0,1,0
68335,22367,Yea,92,48,42,2
68336,22367,Nay,0,0,0,0
68337,22367,Not Voting,8,6,2,0
68338,22368,Yea,97,53,43,1
68339,22368,Nay,0,0,0,0
68340,22368,Not Voting,3,1,1,1
68341,22369,Yea,94,49,44,1
68342,22369,Nay,0,0,0,0
68343,22369,Not Voting,6,5,0,1
68344,22370,Yea,55,51,4,0
68345,22370,Nay,43,1,40,2
68346,22370,Not Voting,2,2,0,0
68347,22371,Yea,55,51,4,0
68348,22371,Nay,43,1,40,2
68349,22371,Not Voting,2,2,0,0
68350,22372,Yea,57,53,4,0
68351,22372,Nay,41,0,39,2
68352,22372,Not Voting,2,1,1,0
68353,22373,Yea,56,52,4,0
68354,22373,Nay,42,1,39,2
68355,22373,Not Voting,2,1,1,0
68356,22374,Yea,56,52,4,0
68357,22374,Nay,42,1,39,2
68358,22374,Not Voting,2,1,1,0
68359,22375,Yea,89,44,43,2
68360,22375,Nay,0,0,0,0
68361,22375,Not Voting,11,10,1,0
68362,22376,Yea,45,0,43,2
68363,22376,Nay,52,52,0,0
68364,22376,Not Voting,3,2,1,0
68365,22377,Yea,94,49,43,2
68366,22377,Nay,3,3,0,0
68367,22377,Not Voting,3,2,1,0
68368,22378,Yea,96,52,42,2
68369,22378,Nay,0,0,0,0
68370,22378,Not Voting,4,2,2,0
68371,22379,Yea,56,53,2,1
68372,22379,Nay,43,0,42,1
68373,22379,Not Voting,1,1,0,0
68374,22380,Yea,45,0,44,1
68375,22380,Nay,54,53,0,1
68376,22380,Not Voting,1,1,0,0
68377,22381,Yea,75,53,21,1
68378,22381,Nay,24,0,23,1
68379,22381,Not Voting,1,1,0,0
68380,22382,Yea,51,6,43,2
68381,22382,Nay,48,47,1,0
68382,22382,Not Voting,1,1,0,0
68383,22383,Yea,1,0,1,0
68384,22383,Nay,98,53,43,2
68385,22383,Not Voting,1,1,0,0
68386,22384,Yea,46,0,44,2
68387,22384,Nay,53,53,0,0
68388,22384,Not Voting,1,1,0,0
68389,22385,Yea,99,53,44,2
68390,22385,Nay,0,0,0,0
68391,22385,Not Voting,1,1,0,0
68392,22386,Yea,59,53,5,1
68393,22386,Nay,40,0,39,1
68394,22386,Not Voting,1,1,0,0
68395,22387,Yea,49,5,42,2
68396,22387,Nay,50,48,2,0
68397,22387,Not Voting,1,1,0,0
68398,22388,Yea,46,2,42,2
68399,22388,Nay,53,51,2,0
68400,22388,Not Voting,1,1,0,0
68401,22389,Yea,46,0,44,2
68402,22389,Nay,53,53,0,0
68403,22389,Not Voting,1,1,0,0
68404,22390,Yea,99,53,44,2
68405,22390,Nay,0,0,0,0
68406,22390,Not Voting,1,1,0,0
68407,22391,Yea,48,2,44,2
68408,22391,Nay,52,52,0,0
68409,22392,Yea,46,0,44,2
68410,22392,Nay,54,54,0,0
68411,22393,Yea,47,1,44,2
68412,22393,Nay,53,53,0,0
68413,22394,Yea,32,31,1,0
68414,22394,Nay,68,23,43,2
68415,22395,Yea,4,4,0,0
68416,22395,Nay,96,50,44,2
68417,22396,Yea,61,15,44,2
68418,22396,Nay,39,39,0,0
68419,22397,Yea,100,54,44,2
68420,22397,Nay,0,0,0,0
68421,22398,Yea,45,0,43,2
68422,22398,Nay,55,54,1,0
68423,22399,Yea,46,0,44,2
68424,22399,Nay,54,54,0,0
68425,22400,Yea,56,54,2,0
68426,22400,Nay,44,0,42,2
68427,22401,Yea,58,54,4,0
68428,22401,Nay,42,0,40,2
68429,22402,Yea,46,0,44,2
68430,22402,Nay,54,54,0,0
68431,22403,Yea,54,54,0,0
68432,22403,Nay,46,0,44,2
68433,22404,Yea,51,51,0,0
68434,22404,Nay,49,3,44,2
68435,22405,Yea,47,2,43,2
68436,22405,Nay,52,52,0,0
68437,22405,Not Voting,1,0,1,0
68438,22406,Yea,59,54,5,0
68439,22406,Nay,41,0,39,2
68440,22407,Yea,100,54,44,2
68441,22407,Nay,0,0,0,0
68442,22408,Yea,46,0,44,2
68443,22408,Nay,54,54,0,0
68444,22409,Yea,46,0,44,2
68445,22409,Nay,54,54,0,0
68446,22410,Yea,59,54,4,1
68447,22410,Nay,41,0,40,1
68448,22411,Yea,100,54,44,2
68449,22411,Nay,0,0,0,0
68450,22412,Yea,54,53,1,0
68451,22412,Nay,46,1,43,2
68452,22413,Yea,53,7,44,2
68453,22413,Nay,47,47,0,0
68454,22414,Yea,57,54,3,0
68455,22414,Nay,43,0,41,2
68456,22415,Yea,46,0,44,2
68457,22415,Nay,54,54,0,0
68458,22416,Yea,59,54,5,0
68459,22416,Nay,41,0,39,2
68460,22417,Yea,46,0,44,2
68461,22417,Nay,54,54,0,0
68462,22418,Yea,51,51,0,0
68463,22418,Nay,49,3,44,2
68464,22419,Yea,57,11,44,2
68465,22419,Nay,43,43,0,0
68466,22420,Yea,57,54,2,1
68467,22420,Nay,43,0,42,1
68468,22421,Yea,51,5,44,2
68469,22421,Nay,49,49,0,0
68470,22422,Yea,58,54,3,1
68471,22422,Nay,42,0,41,1
68472,22423,Yea,73,27,44,2
68473,22423,Nay,27,27,0,0
68474,22424,Yea,56,54,2,0
68475,22424,Nay,43,0,41,2
68476,22424,Not Voting,1,0,1,0
68477,22425,Yea,44,0,42,2
68478,22425,Nay,54,54,0,0
68479,22425,Not Voting,2,0,2,0
68480,22426,Yea,52,50,2,0
68481,22426,Nay,42,2,38,2
68482,22426,Not Voting,6,2,4,0
68483,22427,Yea,49,47,1,1
68484,22427,Nay,48,6,41,1
68485,22427,Not Voting,3,1,2,0
68486,22428,Yea,52,51,1,0
68487,22428,Nay,46,3,41,2
68488,22428,Not Voting,2,0,2,0
68489,22429,Yea,42,0,40,2
68490,22429,Nay,56,54,2,0
68491,22429,Not Voting,2,0,2,0
68492,22430,Yea,54,52,2,0
68493,22430,Nay,44,2,40,2
68494,22430,Not Voting,2,0,2,0
68495,22431,Yea,47,4,41,2
68496,22431,Nay,51,50,1,0
68497,22431,Not Voting,2,0,2,0
68498,22432,Yea,50,6,42,2
68499,22432,Nay,48,48,0,0
68500,22432,Not Voting,2,0,2,0
68501,22433,Yea,52,52,0,0
68502,22433,Nay,46,2,42,2
68503,22433,Not Voting,2,0,2,0
68504,22434,Yea,95,49,44,2
68505,22434,Nay,0,0,0,0
68506,22434,Not Voting,5,5,0,0
68507,22435,Yea,54,54,0,0
68508,22435,Nay,45,0,43,2
68509,22435,Not Voting,1,0,1,0
68510,22436,Yea,50,4,44,2
68511,22436,Nay,50,50,0,0
68512,22437,Yea,42,42,0,0
68513,22437,Nay,58,12,44,2
68514,22438,Yea,43,0,41,2
68515,22438,Nay,57,54,3,0
68516,22439,Yea,11,11,0,0
68517,22439,Nay,89,43,44,2
68518,22440,Yea,58,13,43,2
68519,22440,Nay,42,41,1,0
68520,22441,Yea,71,25,44,2
68521,22441,Nay,29,29,0,0
68522,22442,Yea,92,46,44,2
68523,22442,Nay,8,8,0,0
68524,22443,Yea,54,50,3,1
68525,22443,Nay,43,1,41,1
68526,22443,Not Voting,3,3,0,0
68527,22444,Yea,86,41,43,2
68528,22444,Nay,11,11,0,0
68529,22444,Not Voting,3,2,1,0
68530,22445,Yea,85,41,42,2
68531,22445,Nay,11,11,0,0
68532,22445,Not Voting,4,2,2,0
68533,22446,Yea,97,52,43,2
68534,22446,Nay,0,0,0,0
68535,22446,Not Voting,3,2,1,0
68536,22447,Yea,45,0,43,2
68537,22447,Nay,52,52,0,0
68538,22447,Not Voting,3,2,1,0
68539,22448,Yea,84,39,43,2
68540,22448,Nay,13,13,0,0
68541,22448,Not Voting,3,2,1,0
68542,22449,Yea,57,52,4,1
68543,22449,Nay,40,0,39,1
68544,22449,Not Voting,3,2,1,0
68545,22450,Yea,44,0,43,1
68546,22450,Nay,53,52,0,1
68547,22450,Not Voting,3,2,1,0
68548,22451,Yea,45,0,43,2
68549,22451,Nay,52,52,0,0
68550,22451,Not Voting,3,2,1,0
68551,22452,Yea,95,50,43,2
68552,22452,Nay,2,2,0,0
68553,22452,Not Voting,3,2,1,0
68554,22453,Yea,91,45,44,2
68555,22453,Nay,0,0,0,0
68556,22453,Not Voting,9,9,0,0
68557,22454,Yea,43,0,41,2
68558,22454,Nay,55,52,3,0
68559,22454,Not Voting,2,2,0,0
68560,22455,Yea,98,52,44,2
68561,22455,Nay,0,0,0,0
68562,22455,Not Voting,2,2,0,0
68563,22456,Yea,45,45,0,0
68564,22456,Nay,53,7,44,2
68565,22456,Not Voting,2,2,0,0
68566,22457,Yea,56,10,44,2
68567,22457,Nay,43,43,0,0
68568,22457,Not Voting,1,1,0,0
68569,22458,Yea,99,53,44,2
68570,22458,Nay,0,0,0,0
68571,22458,Not Voting,1,1,0,0
68572,22459,Yea,98,53,44,1
68573,22459,Nay,0,0,0,0
68574,22459,Not Voting,2,1,0,1
68575,22460,Yea,97,53,42,2
68576,22460,Nay,2,0,2,0
68577,22460,Not Voting,1,1,0,0
68578,22461,Yea,99,53,44,2
68579,22461,Nay,0,0,0,0
68580,22461,Not Voting,1,1,0,0
68581,22462,Yea,66,20,44,2
68582,22462,Nay,34,34,0,0
68583,22463,Yea,56,10,44,2
68584,22463,Nay,43,43,0,0
68585,22463,Not Voting,1,1,0,0
68586,22464,Yea,87,45,40,2
68587,22464,Nay,0,0,0,0
68588,22464,Not Voting,13,9,4,0
68589,22465,Yea,39,39,0,0
68590,22465,Nay,57,12,43,2
68591,22465,Not Voting,4,3,1,0
68592,22466,Yea,45,45,0,0
68593,22466,Nay,54,8,44,2
68594,22466,Not Voting,1,1,0,0
68595,22467,Yea,93,48,43,2
68596,22467,Nay,0,0,0,0
